wallet,wallet_age_days,tx_count,tx_frequency,avg_tx_value,active_days,tx_per_day_mean,tx_per_day_std,consistency_ratio,max_tx_per_hour,max_tx_per_minute,unique_counterparties,stablecoin_tx_count,total_token_tx_count,stablecoin_tx_ratio
0xe7b5d3060d9632be8bd8362329404cfc388d3cb6,69,8,0.11594202898550725,46186831374750.0,3,2.6666666666666665,2.886751345948129,1.0825317547305484,6,1,8,0,0,0.0
0x21a31ee1afc51d94c2efccaa2092ad1028285549,26,10000,384.61538461538464,2.0059564513376805e+19,19,526.3157894736842,2274.0592695449936,4.320712612135488,1287,110,8600,0,10000,0.0
0xb396199dbbcf005fa888e7bc170d218211321f96,1,2,2.0,3.2001152e+19,1,2.0,0.0,0.0,2,1,3,0,0,0.0
0x251db7ea22e4f9ae5a44c95db9c206a26fdc3281,69,6,0.08695652173913043,59013054848666.664,3,2.0,1.7320508075688772,0.8660254037844386,4,1,7,0,0,0.0
0x9f1de00776811f916790be357f1cabf6ac1eca65,614,11,0.017915309446254073,6.36366437454001e+22,5,2.2,1.3038404810405297,0.5926547641093316,4,1,7,0,112,0.0
0xd9194c114ff58bd258016e52bc5c10df2aaed2a2,21,5,0.23809523809523808,3535412000000000.0,4,1.25,0.5,0.4,1,1,5,0,0,0.0
0xa06caf471fd83aca924a7915aec08c898cc0edb8,1248,48,0.038461538461538464,1.44501071875e+17,25,1.92,0.9966610925150702,0.5190943190182657,5,2,21,0,5,0.0
0x744d70fdbe2ba4cf95131626614a1763df805b9e,8,10000,1250.0,1.765406972339434e+16,10,1000.0,2278.765942834459,2.2787659428344593,4840,210,3583,2,116,0.017241379310344827
0xca602fd58cc3aeacfcbc186147e652c33b8394df,86,6,0.06976744186046512,45364415121166.664,3,2.0,1.7320508075688772,0.8660254037844386,2,1,7,0,0,0.0
0xa12cc123ba206d4031d1c7f6223d1c2ec249f4f3,81,10000,123.45679012345678,100000000000.0,20,500.0,2204.0742178735127,4.408148435747026,9190,500,7390,0,17,0.0
0xab8bf2c3393f53a4c2cfab15dc5da3c7a0f43abb,271,241,0.8892988929889298,6.5870671842190824e+16,39,6.17948717948718,9.298759948089838,1.5047785808112186,11,3,65,8,205,0.03902439024390244
0x2e44cefcd834ef9541a653c3bd796d2b847fe777,2,6,3.0,1.697779764379496e+16,3,2.0,1.7320508075688772,0.8660254037844386,4,3,5,2,4,0.5
0xfe306beff935e46c92efb78f4c0795f6a09c4201,1966,41,0.020854526958290945,4.474931753859493e+16,21,1.9523809523809523,1.3592715135759477,0.6962122386608512,4,2,25,0,16,0.0
0x3fbb539353467318a4bfec1615f6f397e09d33e8,395,219,0.5544303797468354,130604193270345.28,12,18.25,24.43962877266049,1.3391577409676982,43,2,163,0,2,0.0
0xcecb31b357a206a22f7cea857660e58a4704f3ce,69,6,0.08695652173913043,62803648412666.664,3,2.0,1.7320508075688772,0.8660254037844386,3,1,6,0,0,0.0
0xce50989503e8deca33504e8f8b7ed58e50c34b66,377,7,0.01856763925729443,3199449324516571.5,3,2.3333333333333335,2.3094010767585034,0.9897433186107871,5,1,8,0,0,0.0
0x45804880de22913dafe09f4980848ece6ecbaf78,305,10000,32.78688524590164,0.0,296,33.78378378378378,34.223203654046074,1.0130068281597637,29,17,1977,9,171,0.05263157894736842
0xcafa583bb50af30672eafe92a0e083c17ace9f63,257,14,0.054474708171206226,114285714285714.28,5,2.8,2.4899799195977463,0.889278542713481,6,2,10,0,1,0.0
0x000000009f30dcce6c4591be0e414546b5398bea,12,36,3.0,784586405329679.6,9,4.0,3.7416573867739413,0.9354143466934853,5,2,9,0,4,0.0
0x6368e1e18c4c419ddfc608a0bed1ccb87b9250fc,32,10000,312.5,0.0,25,400.0,1921.7514147256404,4.804378536814101,2614,269,109,1,39,0.02564102564102564
0x8dd5fbce2f6a956c3022ba3663759011dd51e73e,116,10000,86.20689655172414,98649900000000.0,118,84.7457627118644,177.84811470737847,2.098607753547066,372,150,2357,2,45,0.044444444444444446
0x868fced65edbf0056c4163515dd840e9f287a4c3,342,5651,16.523391812865498,891750693423.9181,339,16.669616519174042,40.53192901132556,2.4314853892832002,152,26,1150,0,4,0.0
0xa06c2b67e7435ce25a5969e49983ec3304d8e787,1529,175,0.1144538914323087,5720011428571429.0,78,2.2435897435897436,1.759470828328107,0.7842212834833848,7,2,10,185,234,0.7905982905982906
0xcc756f92e38a79ac68371b833c2746cd1b6a5070,1558,8,0.005134788189987163,1.416255426472922e+18,4,2.0,1.4142135623730951,0.7071067811865476,3,1,6,2,4,0.5
0x2747d10310d0bce75ff7aeebffcecb15b1d26091,1,3,3.0,2760747220558676.5,1,3.0,0.0,0.0,2,1,4,0,0,0.0
0x9ae2fdededfcd49a86f4c5c73be5cc7e6bbd0190,237,3,0.012658227848101266,4303601293146684.0,3,1.0,0.0,0.0,1,1,4,0,0,0.0
0x9b06898f7ffb925adbcc8e825714cf76077182e7,92,15,0.16304347826086957,84974415800070.53,7,2.142857142857143,1.0690449676496976,0.49888765156985887,3,1,11,0,6,0.0
0x954305a2380ec36787b3cf6ca02dff1fef900c65,69,7,0.10144927536231885,45904099324000.0,3,2.3333333333333335,2.3094010767585034,0.9897433186107871,5,2,8,0,0,0.0
0x0355e4b4b70b58e184c6a0c027570b7a5e383165,1,1,1.0,0.0,1,1.0,0.0,0.0,1,1,2,0,0,0.0
0x36b899820eeae6a5d33780bfa5a54bd82705ba03,1,2,2.0,3.2001152e+19,1,2.0,0.0,0.0,2,1,3,0,0,0.0
0x5a9cfe831c6549f1f103b2e12e51ab13a15f28ac,52,7,0.1346153846153846,3614428571428571.5,6,1.1666666666666667,0.408248290463863,0.34992710611188255,2,1,4,1,13,0.07692307692307693
0xf8fc9a91349ebd2033d53f2b97245102f00aba96,219,2165,9.885844748858448,52258069033071.38,143,15.13986013986014,35.562601300353535,2.3489385616399794,97,5,689,20,194,0.10309278350515463
0x14c0f3ef5ed52f9197943f0059eae44c41f9b90d,265,188,0.7094339622641509,528767090125887.0,11,17.09090909090909,24.570122284817977,1.4376135379414774,57,19,47,19,21,0.9047619047619048
0x44ff8620b8ca30902395a7bd3f2407e1a091bf73,299,10000,33.44481605351171,0.0,300,33.333333333333336,41.38499666205071,1.2415498998615213,235,21,6634,4,7083,0.0005647324579980235
0xfb1ebcecca798f98c31a024566e3c4f7cae50030,69,7,0.10144927536231885,46090002679857.14,3,2.3333333333333335,2.3094010767585034,0.9897433186107871,5,1,8,0,0,0.0
0x9e40b3ecec1be687053326c0c3fe51aca69eb8dc,121,234,1.9338842975206612,5.774381711575688e+16,5,46.8,68.3315446920381,1.4600757412828653,68,5,178,0,6,0.0
0xa74476443119a942de498590fe1f2454d7d4ac0d,118,10000,84.7457627118644,1.0014516740223918e+20,120,83.33333333333333,148.82629507732355,1.7859155409278826,819,111,1756,2,284,0.007042253521126761
0xa1f7ec632eab32d17d67a96e3bbefbf5b0157130,69,9,0.13043478260869565,27816735609333.332,3,3.0,3.4641016151377544,1.1547005383792515,7,2,8,0,0,0.0
0xc8718fb59dc4686abb98622505b72a96377d7f31,4,18,4.5,2.54427e+16,2,9.0,1.4142135623730951,0.15713484026367724,6,1,7,0,0,0.0
0x28c6c06298d514db089934071355e5743bf21d60,20,10000,500.0,1.11e+16,13,769.2307692307693,869.293310094101,1.1300813031223311,266,35,66,0,10000,0.0
0xcb18763ef8eaa95fcf68ccf46c6a6e287f2e70d8,3004,238,0.0792276964047936,1.5766247103856079e+19,95,2.5052631578947366,2.6970183860500563,1.0765409524149385,8,2,79,571,1009,0.5659068384539148
0xdac17f958d2ee523a2206206994597c13d831ec7,213,10000,46.948356807511736,51326700000000.0,163,61.34969325153374,53.67236382715236,0.8748595303825835,108,45,2065,5848,10000,0.5848
0xee7ae85f2fe2239e27d9c1e23fffe168d63b4055,2,10000,5000.0,154089426.2741,3,3333.3333333333335,1400.8031029853316,0.4202409308955995,274,10,3,9874,10000,0.9874
0xe03be8de86a3ccc9c3ce46ff9bc9b25e1124411c,69,9,0.13043478260869565,44853970371111.11,3,3.0,3.4641016151377544,1.1547005383792515,4,1,8,0,0,0.0
0x5caf336a823d76a040a30dfb892a3159fa05739d,9,12,1.3333333333333333,2800000000000000.0,5,2.4,1.5165750888103102,0.631906287004296,2,2,13,0,0,0.0
0x57b946008913b82e4df85f501cbaed910e58d26c,7,10000,1428.5714285714287,350000000000000.0,5,2000.0,3071.8242951054344,1.5359121475527173,1548,73,5192,3,37,0.08108108108108109
0x0dae6c216b9bbb30b21f02c448c6dd90da773439,69,7,0.10144927536231885,53401775281714.29,3,2.3333333333333335,2.3094010767585034,0.9897433186107871,5,2,8,0,0,0.0
0xac51066d7bec65dc4589368da368b212745d63e8,85,10000,117.6470588235294,18926239000000.0,77,129.87012987012986,308.2056025417786,2.3731831395716956,750,76,3033,1,34,0.029411764705882353
0xe76e2ac03c3eec2215d82f468ce30bbd36afa0f9,1,2,2.0,7245063605000.0,1,2.0,0.0,0.0,1,1,3,0,0,0.0
0x564286362092d8e7936f0549571a803b203aaced,1,10000,10000.0,1.5104642389829e+19,1,10000.0,0.0,0.0,1142,93,9413,0,10000,0.0
0xfe9e8709d3215310075d67e3ed32a380ccf451c8,1,10000,10000.0,7.842126600471208e+18,1,10000.0,0.0,0.0,3568,153,9988,0,10000,0.0
0x555119e200b0206e91f00e4dfbd5ed0574922b5a,3,4,1.3333333333333333,1.22662996e+18,2,2.0,1.4142135623730951,0.7071067811865476,1,1,4,0,2,0.0
0x0b38210ea11411557c13457d4da7dc6ea731b88a,31,10000,322.5806451612903,973388077386318.2,14,714.2857142857143,729.0679432906552,1.0206951206069172,230,23,6334,8,120,0.06666666666666667
