wallet,first_tx,last_tx,wallet_age_days,tx_count,tx_frequency,avg_tx_value,active_days
0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,2015-09-28 08:24:43,2024-10-12 17:05:11,3302,10000,3.0284675953967293,9.856349919200582e+18,879
0x742d35Cc6634C0532925a3b844Bc454e4438f44e,2018-04-28 15:28:17,2021-02-07 08:43:49,1015,10000,9.852216748768473,2.6789614952634374e+21,680
0x66f820a414680b5bcda5eeca5dea238543f42054,2019-01-09 00:04:46,2025-04-18 07:12:11,2291,213,0.09297250109122654,1.606199071567174e+22,103
