wallet,first_tx,last_tx,wallet_age_days,tx_count,tx_frequency,avg_tx_value,active_days
0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,2015-09-28 08:24:43,2024-10-12 17:05:11,3302,10000,3.0284675953967293,9.856349919200582e+18,879
